# Simulation Minimum: 0.0 0.0 0.0
# Simulation Maximum: 141.0981 176.00237 130.5685
# Box Minimum: 70.54905 0.0 0.0
# Box Maximum: 141.0981 88.001185 65.28425
# <5562>
# ID	Position (x y z)	Area	type
1	73.90263 81.87907 65.06689	rh.posteriorcingulate	ex
2	73.98582 82.13556 63.40351	rh.posteriorcingulate	ex
3	75.73095 77.63964 61.0186	rh.isthmuscingulate	ex
4	94.21952 85.94321 18.12646	rh.entorhinal	ex
5	74.51767 80.40548 64.75545	rh.posteriorcingulate	ex
6	71.06467 86.69854 61.74924	rh.posteriorcingulate	ex
7	94.18164 87.15471 17.01876	rh.entorhinal	ex
8	70.91456 4.64714 62.25316	lh.cuneus	ex
9	70.83301 4.18794 58.91647	lh.cuneus	ex
10	71.20688 4.41769 57.07839	lh.cuneus	ex
11	71.29 5.64249 54.57379	lh.cuneus	ex
12	71.73945 5.81353 63.62857	lh.cuneus	ex
13	71.83277 7.33478 64.21192	lh.cuneus	ex
14	71.3128 5.53317 64.99816	lh.lateraloccipital	ex
15	71.21362 5.04907 60.28748	lh.cuneus	ex
16	72.28289 6.53878 59.69305	lh.cuneus	ex
17	71.63674 5.32547 56.14374	lh.cuneus	ex
18	71.8803 6.89442 53.967	lh.cuneus	ex
19	72.53229 7.06846 57.8124	lh.cuneus	ex
20	72.53124 7.80325 61.04042	lh.cuneus	ex
21	72.34006 6.49652 56.4832	lh.cuneus	ex
22	73.17752 8.70835 57.4245	lh.cuneus	ex
23	72.66593 7.36133 54.91833	lh.cuneus	ex
24	71.18239 8.25622 52.91677	lh.cuneus	ex
25	71.89453 8.05082 63.30396	lh.cuneus	ex
26	72.10599 9.32496 64.36181	lh.cuneus	ex
27	73.24994 9.42893 55.49537	lh.cuneus	ex
28	73.38626 9.58261 58.49299	lh.cuneus	ex
29	72.93046 8.65276 54.31841	lh.cuneus	ex
30	70.86515 9.70864 51.44237	lh.cuneus	ex
31	71.26116 7.28527 51.57251	lh.lingual	ex
32	72.98928 9.20719 60.22825	lh.cuneus	ex
33	73.19902 10.87677 60.94122	lh.cuneus	ex
34	72.03243 9.53043 52.84302	lh.cuneus	ex
35	73.28696 11.2076 55.35349	lh.cuneus	ex
36	71.71866 10.93729 52.14894	lh.cuneus	ex
37	73.64683 11.31783 58.16962	lh.cuneus	ex
38	73.47521 12.22224 56.95926	lh.cuneus	ex
39	73.09999 12.21552 53.96822	lh.cuneus	ex
40	72.23118 10.57884 50.56591	lh.lingual	ex
41	73.26529 12.04784 63.84852	lh.cuneus	ex
42	72.95243 10.74697 62.81122	lh.cuneus	ex
43	73.41698 13.78601 62.97989	lh.cuneus	ex
44	73.64231 12.21818 59.55596	lh.cuneus	ex
45	73.50698 14.22471 59.43982	lh.cuneus	ex
46	72.67911 14.23855 57.0556	lh.cuneus	ex
47	72.63597 11.92567 52.46958	lh.cuneus	ex
48	71.91994 13.31312 51.84008	lh.cuneus	ex
49	73.1523 14.09563 54.3926	lh.cuneus	ex
50	73.09027 14.8131 64.34058	lh.cuneus	ex
51	73.36816 14.8843 60.92899	lh.cuneus	ex
52	72.71549 15.33958 58.14982	lh.cuneus	ex
53	72.54327 15.10402 55.87423	lh.cuneus	ex
54	72.85797 15.38028 53.34026	lh.cuneus	ex
55	72.39894 16.67908 55.88597	lh.cuneus	ex
56	72.08952 14.8887 52.28628	lh.cuneus	ex
57	71.18454 15.25545 51.05178	lh.lingual	ex
58	72.92272 16.70164 64.01913	lh.cuneus	ex
59	73.14755 16.61231 61.08907	lh.cuneus	ex
60	72.16614 17.3117 58.49068	lh.cuneus	ex
61	73.02883 17.40255 62.81841	lh.cuneus	ex
62	72.22546 19.22368 63.10441	lh.cuneus	ex
63	72.73701 17.92375 59.94076	lh.cuneus	ex
64	71.98543 17.78573 57.4082	lh.cuneus	ex
65	72.73127 16.86904 54.36487	lh.cuneus	ex
66	70.97819 16.22039 52.01626	lh.cuneus	ex
67	71.96459 19.05706 60.67791	lh.cuneus	ex
68	72.5586 18.46659 54.73077	lh.cuneus	ex
69	71.00356 17.73137 52.58916	lh.cuneus	ex
70	72.03949 18.8186 53.77905	lh.cuneus	ex
71	71.89442 20.19456 64.40697	lh.cuneus	ex
72	71.57165 19.56566 62.11223	lh.cuneus	ex
73	71.5399 20.54072 61.97918	lh.cuneus	ex
74	71.93273 20.03211 60.54486	lh.cuneus	ex
